Votes,UnemploymentRate2015,PovertyAllAgesPct2014,DeepPovAll,AgeTotalPop,MaleRate,FemaleRate,TurnoutRate,Democrat,State,County,Education,Religion,Old,Young,Adult,EthnicMale,EthnicFemale,NomalizePopulation,NomalizeMedHHInc2014,NomalizePerCapitaInc,NomalizeToalArea,NomalizePopDensity
7471,0.155,0.23199999999999998,0.08788317327,1143123.501,0.483099789,0.49832627,0.0096375129,0,02,188,high school diploma,Christian Generic,0.096914783,0.25037031899999995,0.5845953960000001,White,White,-0.28980659451831114,1.492127522246405,-0.44194418440598615,10.335651260240596,-0.15188149511351845
7471,0.08900000000000001,0.08800000000000001,0.04921630094,1143123.501,0.483099789,0.49832627,0.023515895499999998,0,02,195,college,Christian Generic,0.096914783,0.25037031899999995,0.5845953960000001,White,White,-0.30166219386327786,0.7863043661071775,2.1477124518405177,1.1698968111986368,-0.15130172427022104
7471,0.125,0.174,0.06386687797,1143123.501,0.483099789,0.49832627,0.0117820533,0,02,198,high school diploma,Christian Generic,0.096914783,0.25037031899999995,0.5845953960000001,White,White,-0.29608609751548337,-0.3224092948775995,0.11829445662431275,1.6924787558078476,-0.15118577010156156
7471,0.05366709118,0.1542848529,0.06846858026000001,1143123.501,0.483099789,0.49832627,6.432698000000001e-05,0,02,201,bachelor or higher,Amish,0.096914783,0.25037031899999995,0.5845953960000001,White,White,-0.3138599046240783,0.6962620133168692,0.7314554409997164,1.09710773712387e-10,1.0521670017897382
7471,0.045,0.086,0.03597367227,1143123.501,0.483099789,0.49832627,0.0084294257,0,02,220,college,Christian Generic,0.096914783,0.25037031899999995,0.5845953960000001,White,White,-0.28546465710987945,1.5395020880737187,1.729024400450623,0.9417937564201087,-0.15020015966795594
7471,0.115,0.036000000000000004,0.023138833,1143123.501,0.483099789,0.49832627,0.07068117313,0,02,230,bachelor or higher,Catholic,0.096914783,0.25037031899999995,0.5845953960000001,White,White,-0.3107649153668162,1.8210211049009495,2.9684252262239768,-0.19458887480654408,-0.15077993051125335
7471,0.05366709118,0.1542848529,0.06846858026000001,1143123.501,0.483099789,0.49832627,6.432698000000001e-05,0,02,232,bachelor or higher,Amish,0.096914783,0.25037031899999995,0.5845953960000001,White,White,-0.3138599046240783,0.6962620133168692,0.7314554409997164,1.09710773712387e-10,1.0521670017897382
7471,0.10800000000000001,0.138,0.09225251076000002,1143123.501,0.483099789,0.49832627,0.01092411171,0,02,240,college,Christian Generic,0.096914783,0.25037031899999995,0.5845953960000001,White,White,-0.29138606217645935,1.0331812484114686,1.1119550394159983,6.234511826010414,-0.1518235180291887
7471,0.08800000000000001,0.099,0.040936286339999996,1143123.501,0.483099789,0.49832627,0.00798013245,0,02,261,college,Christian Generic,0.096914783,0.25037031899999995,0.5845953960000001,White,White,-0.2830506933813331,2.2201910941056107,1.4992458720380708,10.228801143695605,-0.1518235180291887
7471,0.05366709118,0.35700000000000004,0.126516912,1143123.501,0.483099789,0.49832627,6.432698000000001e-05,0,02,270,bachelor or higher,Catholic,0.096914783,0.25037031899999995,0.5845953960000001,White,White,-0.29001122190722106,-1.3449723492444692,-2.2461441410865293,4.8265092297564145,-0.15176554094485897
7471,0.078,0.11900000000000001,0.038933559039999996,1143123.501,0.483099789,0.49832627,0.03136439966,0,02,275,high school diploma,Catholic,0.096914783,0.25037031899999995,0.5845953960000001,White,White,-0.30628549393146065,0.4180559957845677,1.159138569296133,0.5890762336999689,-0.15147565552321027
7471,0.05366709118,0.1542848529,0.06846858026000001,1143123.501,0.483099789,0.49832627,6.432698000000001e-05,0,02,280,bachelor or higher,Amish,0.096914783,0.25037031899999995,0.5845953960000001,White,White,-0.3138599046240783,0.6962620133168692,0.7314554409997164,1.09710773712387e-10,1.0521670017897382
7471,0.083,0.14800000000000002,0.023622047240000003,1143123.501,0.483099789,0.49832627,0.1218760196,0,02,282,high school diploma,Catholic,0.096914783,0.25037031899999995,0.5845953960000001,White,White,-0.31174329007004165,0.45063117717368045,1.6509698621730766,2.157653301156813,-0.15193947219784817
7471,0.18,0.257,0.1051878354,1143123.501,0.483099789,0.49832627,0.01350262064,0,02,290,high school diploma,Catholic,0.096914783,0.25037031899999995,0.5845953960000001,White,White,-0.2959933757298836,-0.8628762003106709,-0.6864566031900302,38.31939016794955,-0.15199744928217793
280272,0.069,0.184,0.0998832594,1143123.501,0.483099789,0.49832627,0.0041692997,1,11,001,bachelor or higher,Christian Generic,0.096914783,0.25037031899999995,0.5845953960000001,White,White,1.6100308193919424,1.8889825239411797,3.9359506939519444,-0.2980225688566262,5.5625138676787
